status,lot_no,stone_id,location,weight,shape,color,clarity,cut,polish,symmetry,rapnet_price,system_discount,system price,system amount,lab,certificate,certi_pdf_url,ratio,measurements,fluor_int,table,depth,crown_ht,crown_angle,pavilion_dep,pavilion_an,stone_type,v360,imgurl,eye_clean
Available,ADI19,55649B,INDIA,0.7,Cushion,E,VVS2,,EX,EX,5000,-92.5,375,262.5,IGI,582378730,Click Here,1.13,5.53 x 4.88 x 3.29,None,66,67.4,14,38.1,49,38.8,CVD,Click Here,Click Here,YES
Available,ADI19,55685B,INDIA,0.7,Cushion,F,VS2,,VG,VG,4000,-90.94,362.4,253.68,IGI,581328076,Click Here,1.06,5.18 x 4.88 x 3.40,None,56,69.7,19.5,41.4,46,36.4,CVD,Click Here,Click Here,YES
Available,ADI19B,56720A,INDIA,0.6,Cushion,E,VS2,,VG,VG,2800,-85,420,252,IGI,582378729,Click Here,1.47,6.30 x 4.29 x 2.73,None,58,63.6,15.5,37.1,44,33,CVD,Click Here,Click Here,YES
Available,ADI8B,56347B,INDIA,0.55,Cushion,D,VVS2,,VG,VG,3400,-90,340,187,IGI,582385292,Click Here,1.05,4.83 x 4.62 x 2.91,None,64,63,14,37.6,44,34,CVD,Click Here,Click Here,YES
Available,ADI15,53594A,INDIA,0.54,Cushion,E,VS2,,EX,EX,2800,-90,280,151.2,IGI,582360691,Click Here,1.09,4.90 x 4.49 x 2.97,None,68,66.1,11.5,35.6,51,38.6,CVD,Click Here,Click Here,YES
Available,RPE-PP-27,50405,INDIA,0.54,Cushion,E,SI1,,VG,VG,2300,-73.96,598.92,323.42,IGI,517215978,Click Here,1.1,4.74 x 4.29 x 3.12,None,67.5,72.7,14.5,41.7,53.5,39.6,HPHT,Click Here,Click Here,YES
Available,RPE 183 121,56913C,INDIA,0.53,Cushion,D,VVS2,,VG,VG,3400,-90,340,180.2,IGI,593385759,Click Here,1.29,5.40 x 4.19 x 2.95,None,63,70.4,13.5,37.4,53,43.5,CVD,Click Here,Click Here,YES
Available,ADI15,53712A,INDIA,0.53,Cushion,D,VS1,,EX,EX,3200,-90.1,316.8,167.9,IGI,581328113,Click Here,1.57,6.33 x 4.04 x 2.49,None,65,61.6,12.5,35.3,43.5,30.8,CVD,Click Here,Click Here,YES
Available,ADI19,55579C,INDIA,0.52,Cushion,E,VS1,,EX,EX,3000,-90.5,285,148.2,IGI,582349953,Click Here,1.15,4.93 x 4.29 x 3.00,None,62,69.9,15.5,39.8,49.5,38.3,CVD,Click Here,Click Here,YES
Available,ADI15,53766A,INDIA,0.51,Cushion,D,VVS2,,EX,VG,3400,-90,340,173.4,IGI,581328115,Click Here,1.03,4.63 x 4.49 x 2.96,None,66,65.9,11.5,33.2,51,35.7,CVD,Click Here,Click Here,YES
Available,RPE 183 121,56989E,INDIA,0.51,Cushion,D,SI1,,VG,VG,2500,-90,250,127.5,IGI,593385763,Click Here,1.28,5.44 x 4.26 x 2.81,None,73,66,9,32.8,50,38.2,CVD,Click Here,Click Here,YES
Available,RPE 5201 174,57349B,INDIA,0.51,Cushion,E,VS1,,VG,VG,3000,-89.58,312.6,159.43,IGI,593391605,Click Here,1.05,4.60 x 4.39 x 2.86,None,61,65.1,15.5,37.4,41,32.8,CVD,Click Here,Click Here,YES
Available,ADI14,55998B,INDIA,0.5,Cushion,E,VS1,,EX,VG,3000,-90.1,297,148.5,IGI,582349962,Click Here,1.51,6.16 x 4.09 x 2.50,None,70,61.1,11.5,37,45.5,33.6,CVD,Click Here,Click Here,YES
Available,ADI14,56182B,INDIA,0.5,Cushion,E,VS1,,EX,VG,3000,-90.1,297,148.5,IGI,582378728,Click Here,1.08,4.77 x 4.42 x 2.88,None,75,65.2,8.5,34.2,47.5,38.7,CVD,Click Here,Click Here,YES
Available,ADI15,53728B,INDIA,0.5,Cushion,E,VS2,,EX,VG,2800,-85,420,210,IGI,581328062,Click Here,1.05,4.49 x 4.28 x 2.81,None,67,65.7,13.5,39.5,43.5,30.2,CVD,Click Here,Click Here,YES
Available,ADI14,56180B,INDIA,0.5,Cushion,F,VS1,,EX,EX,2900,-90,290,145,IGI,582378725,Click Here,1.53,6.15 x 4.02 x 2.66,None,68,66.2,9.5,30.5,51.5,38.2,CVD,Click Here,Click Here,YES
Available,RPE 183 121,56907C,INDIA,0.5,Cushion,F,VS2,,VG,VG,2700,-90,270,135,IGI,593385761,Click Here,1.33,5.39 x 4.06 x 2.63,None,69,64.8,13.5,39.6,45,34.1,CVD,Click Here,Click Here,YES
Available,1,104087-011A,INDIA,6.04,Emerald,I,VS2,,EX,EX,24500,-99,245,1479.8,IGI,570351513,Click Here,1.55,13.01 x 8.37 x 5.57,None,59.5,66.5,14,31.4,48,39.5,CVD,Click Here,Click Here,YES
Available,ADI10,53432A,INDIA,6.03,Emerald,G,VS2,,EX,EX,38500,-98.89,427.35,2576.92,IGI,581326642,Click Here,1.35,11.43 x 8.44 x 5.87,None,74,69.5,12.5,41.9,53,38,CVD,Click Here,Click Here,NO
Available,1,252084-006,INDIA,5.08,Emerald,K,VS1,,,,17000,-98.53,249.9,1269.49,NC,,,,,,,,,,,,,Click Here,Click Here,
Available,RPEMTA 714 111,110093-005,INDIA,5.02,Emerald,I,VS1,,EX,VG,27000,-98.85,310.5,1558.71,IGI,564368160,Click Here,1.55,11.88 x 7.64 x 5.64,None,64.5,73.8,15.5,40.3,52.5,44.6,CVD,Click Here,Click Here,YES
Available,ADI12,54018A,INDIA,5.01,Emerald,H,VS1,,EX,EX,35500,-99.2,284,1422.84,IGI,572339689,Click Here,1.39,10.85 x 7.81 x 5.51,None,64.5,70.6,15,37,48.5,39.1,CVD,Click Here,Click Here,
Available,ADI8,53370A,INDIA,5.01,Emerald,K,VS1,EX,EX,EX,17000,-98.85,195.5,979.46,NC,,,1.43,11.27 x 7.90 x 5.41,None,85.2,75.89,0,42.64,0,40.63,CVD,Click Here,Click Here,YES
Available,ADI12,53953A,INDIA,5,Emerald,J,VS1,,EX,EX,21000,-98.55,304.5,1522.5,IGI,574338643,Click Here,1.39,11.04 x 7.92 x 5.44,None,73,68.7,13.5,41.6,49.5,38,CVD,Click Here,Click Here,YES
Available,ADI12,54231A,INDIA,4.51,Emerald,H,VS2,,EX,EX,23500,-98.9,258.5,1165.84,IGI,581326638,Click Here,1.47,11.26 x 7.67 x 5.12,None,74,66.8,14,45.3,48.5,38,CVD,Click Here,Click Here,YES
Available,ADI12,54109A,INDIA,4.07,Emerald,H,VS2,,EX,EX,23500,-98.98,240.41,978.45,IGI,573317701,Click Here,1.35,10.17 x 7.56 x 5.14,None,64.5,68,14,33.6,49,38.1,CVD,Click Here,Click Here,YES
Available,RPE 07 129,R116012A,INDIA,4.03,Emerald,D,VS1,,EX,EX,41500,-98.63,568.55,2291.26,IGI,598315994,Click Here,1.35,10.10 x 7.46 x 5.31,None,70,71.2,12.5,40.3,54.5,41.9,CVD,Click Here,Click Here,YES
Available,ADI12,54161A,INDIA,4,Emerald,E,SI1,,EX,EX,24500,-98.9,269.5,1078,IGI,576317455,Click Here,1.43,10.75 x 7.52 x 4.81,None,72.5,64,11.5,37.8,46,34,CVD,Click Here,Click Here,NO
Available,ADI11,53917A,INDIA,3.72,Emerald,FANCY BLUE,VS2,EX,EX,EX,0,0,250,930,NC,,,1.47,10.63 x 7.24 x 4.61,None,67.4,63.74,0,48.23,0,57.32,CVD,Click Here,Click Here,YES
Available,ADI12,54039A,INDIA,3.51,Emerald,H,VS2,,EX,EX,18000,-98.9,198,694.98,IGI,572351738,Click Here,1.51,10.24 x 6.80 x 4.80,None,64.5,70.6,15.5,38.5,49,38.5,CVD,Click Here,Click Here,YES
Available,RPE 04 126,116776A,INDIA,3.1,Emerald,D,VVS2,,EX,EX,33500,-98,670,2077,IGI,598345103,Click Here,1.02,8.10 x 7.95 x 5.16,None,64,64.9,13,35.5,48,39.1,CVD,Click Here,Click Here,YES
Available,RPE-66-21,52361,INDIA,3.09,Emerald,H,VVS2,,EX,EX,21500,-98.86,246.18,760.68,IGI,555272218,Click Here,1.32,8.93 x 6.76 x 4.85,None,62,71.7,15,33.2,50.5,38.5,CVD,Click Here,Click Here,YES
Available,RPE 04 126,113378A,,3.07,Emerald,F,VS2,,EX,EX,22500,-96.5,787.5,2417.63,IGI,598390065,Click Here,1.36,9.30 x 6.84 x 4.66,None,64,68.1,14,36.8,48.5,37.3,CVD,Click Here,Click Here,YES
Available,ADI20,56466A,INDIA,3.05,Emerald,I,VS1,,EX,EX,17000,-98.84,198.05,604.05,IGI,582380293,Click Here,1.35,9.33 x 6.92 x 4.61,None,69,66.6,13.5,39.4,48.5,36.7,CVD,Click Here,Click Here,YES
Available,RPEMTA 646-107,427016-005,INDIA,3.02,Emerald,F,SI1,,EX,EX,19500,-98.98,199.49,602.44,IGI,561292027,Click Here,1.37,9.15 x 6.70 x 4.69,None,68.5,70,13,35.9,51,39.9,CVD,Click Here,Click Here,YES
Available,ADI12,54224A,INDIA,3.02,Emerald,G,SI1,,EX,EX,18000,-98.98,184.14,556.1,IGI,578327086,Click Here,1.38,9.43 x 6.81 x 4.54,None,66,66.7,15.5,41.4,47.5,36.1,CVD,Click Here,Click Here,YES
Available,ADI14,56082A,INDIA,3.02,Emerald,H,VS2,,EX,EX,18000,-98.97,186.3,562.63,IGI,577378598,Click Here,1.42,9.35 x 6.60 x 4.66,None,66,70.6,16,40.9,48,38.6,CVD,Click Here,Click Here,YES
Available,ADI14,55992A,INDIA,3.01,Emerald,G,SI1,,EX,EX,18000,-98.98,184.14,554.26,IGI,584383727,Click Here,1.35,9.37 x 6.94 x 4.50,None,68,64.8,13,37.8,46.5,39.3,CVD,Click Here,Click Here,YES
Available,ADI14,56281A,INDIA,3.01,Emerald,H,VS2,,EX,EX,18000,-98.97,186.3,560.76,IGI,583397419,Click Here,1.39,9.49 x 6.84 x 4.61,None,59,67.4,15.5,33.9,46.5,33.6,CVD,Click Here,Click Here,YES
Available,ADI10,53417A,INDIA,3.01,Emerald,H,VS2,,EX,EX,18000,-98.97,186.3,560.76,IGI,572354785,Click Here,1.5,9.86 x 6.58 x 4.52,None,70.5,68.7,13,39.1,51,39.2,CVD,Click Here,Click Here,YES
Available,ADI14,56310A,INDIA,3,Emerald,G,VS2,,EX,EX,20500,-99.01,203.98,611.93,IGI,585307562,Click Here,1.36,9.39 x 6.92 x 4.55,None,64,65.8,12.5,37.4,48,39.1,CVD,Click Here,Click Here,YES
Available,ADI14,56194A,INDIA,3,Emerald,G,SI1,,EX,EX,18000,-98.92,195.3,585.9,IGI,584362905,Click Here,1.4,9.32 x 6.66 x 4.68,None,58,70.3,16,35.5,48,34.2,CVD,Click Here,Click Here,YES
Available,RPEMTA 706 117,304039-014A,INDIA,3,Emerald,G,SI1,,VG,VG,18000,-98.7,234,702,IGI,567369323,Click Here,1.54,10.20 x 6.61 x 4.20,None,65.5,63.5,15.5,42.4,42.5,32.8,CVD,Click Here,Click Here,NO
Available,ADI12,54274A,INDIA,3,Emerald,H,VS2,,EX,VG,18000,-98.84,209.25,627.75,IGI,576317457,Click Here,1.36,9.15 x 6.73 x 4.66,None,68.5,69.2,15.5,43.8,48.5,37.5,CVD,Click Here,Click Here,YES
Available,ADI14,56207A,INDIA,3,Emerald,I,VS1,,EX,EX,17000,-98.83,199.75,599.25,IGI,582377163,Click Here,1.35,9.32 x 6.88 x 4.52,None,64,65.7,16.5,43.5,44.5,36.2,CVD,Click Here,Click Here,YES
Available,ADI12,53962A,INDIA,3,Emerald,I,VS2,,EX,EX,15500,-98.75,193.75,581.25,IGI,571386290,Click Here,1.36,9.33 x 6.87 x 4.54,None,64,66.1,14.5,37.8,45,35.9,CVD,Click Here,Click Here,YES
Available,ADI12,54022A,INDIA,3,Emerald,J,VS2,EX,EX,VG,12100,-98.49,182.71,548.13,NC,,,1.35,9.40 x 6.97 x 3.81,None,0,58.18,0,0,0,0,CVD,Click Here,Click Here,YES
Available,RPEMTA 749 118,452047-004A,INDIA,2.84,Emerald,E,VS1,,EX,EX,18000,-98.55,261,741.24,IGI,582351245,Click Here,1.44,9.66 x 6.73 x 4.40,None,61,65.4,16,38.6,45,36.1,CVD,Click Here,Click Here,YES
Available,RPEMTA 684-101,464038-010,INDIA,2.58,Emerald,F,VS2,,EX,EX,15500,-98.6,217,559.86,IGI,561291958,Click Here,1.38,8.95 x 6.49 x 4.43,None,59,68.3,15,33.3,49,39.1,CVD,Click Here,Click Here,YES
Available,RP-KR-33,24447,INDIA,2.57,Emerald,H,VS1,,EX,EX,13000,-98.5,194.8,500.64,IGI,581329304,Click Here,1.35,8.68 x 6.41 x 4.53,None,65,70.7,15,37.8,51.5,41.6,CVD,Click Here,Click Here,
Available,RPEMTA 695 106,304039-016,INDIA,2.52,Emerald,G,SI1,,EX,EX,11700,-98.14,217.62,548.4,IGI,564356253,Click Here,1.36,8.95 x 6.59 x 4.26,None,67.5,64.6,12.5,34.5,47,37,CVD,Click Here,Click Here,YES
Available,RPEMTA 749 118,507016-009A,INDIA,2.44,Emerald,G,VS1,,EX,EX,15500,-98.53,228.63,557.85,IGI,571309992,Click Here,1.35,8.64 x 6.41 x 4.53,None,66,70.7,15.5,38.6,51.5,36.8,CVD,Click Here,Click Here,YES
Available,RPE 04 126,111900A,,2.29,Emerald,E,VS1,,EX,EX,18000,-95.5,810,1854.9,IGI,600316061,Click Here,1.36,8.85 x 6.53 x 3.94,None,65,60.3,12.5,34.3,44.5,32.7,CVD,Click Here,Click Here,YES
Available,RPE 09 131,59776A,,2.25,Emerald,E,VS1,,EX,EX,18000,-98.55,261,587.25,IGI,598368893,Click Here,1.44,8.77 x 6.10 x 4.23,None,60,69.3,15.5,33.4,50,43.9,CVD,Click Here,Click Here,YES
Available,RPE 1527B 83,58243A,INDIA,2.19,Emerald,G,VVS2,,EX,EX,16500,-98.59,233.25,510.82,IGI,593388012,Click Here,1.57,9.59 x 6.10 x 3.68,None,58,60.3,12.5,27.8,44,33.3,CVD,Click Here,Click Here,YES
Available,RPE 04 126,115030A,,2.08,Emerald,E,VS2,,EX,EX,16500,-96,660,1372.8,IGI,597377220,Click Here,1.41,8.73 x 6.20 x 4.00,None,63,64.5,12,41,48,0,CVD,Click Here,Click Here,YES
Available,RPE 06 128,59661A,,2.07,Emerald,D,VS1,,EX,EX,19000,-98.15,351.5,727.61,IGI,598351220,Click Here,1.05,7.17 x 6.85 x 4.57,None,57,66.7,16,32.5,46,38,CVD,Click Here,Click Here,YES
Available,ADI20,56443A,INDIA,2.07,Emerald,H,VVS2,,EX,EX,13500,-98.38,219.38,454.11,IGI,584383706,Click Here,1.33,8.23 x 6.20 x 3.99,None,72,64.4,12,38.2,47.5,38.8,CVD,Click Here,Click Here,YES
Available,RPE 5201 174,57489A,INDIA,2.05,Emerald,Fancy Vivid Pink,VS1,,EX,EX,0,0,450,922.5,IGI,591361852,Click Here,1.48,9.27 x 6.26 x 3.65,Slight,72,58.3,12,39.2,42,36.4,CVD,Click Here,Click Here,YES
Available,RPE 04 126,117753A,,2.02,Emerald,F,VS2,,EX,EX,15500,-96,620,1252.4,IGI,598345120,Click Here,1.43,8.51 x 5.95 x 4.08,None,60,68.6,14.5,33.2,49.5,44.4,CVD,Click Here,Click Here,YES
Available,ADI19,55553A,INDIA,2.01,Emerald,H,VS1,,EX,EX,13000,-98.5,195,391.95,IGI,584383697,Click Here,1.6,9.34 x 5.84 x 3.69,None,70,63.2,11,34.5,48.5,38.4,CVD,Click Here,Click Here,YES
Available,ADI20,56426A,INDIA,2.01,Emerald,H,VS1,,EX,EX,13000,-98.5,195,391.95,IGI,586345106,Click Here,1.51,8.61 x 5.71 x 3.82,None,67,66.9,15.5,41,45.5,36.1,CVD,Click Here,Click Here,YES
Available,RPE 5201 174C,57516A,INDIA,2.01,Emerald,H,VS2,,EX,EX,12000,-98.3,204,410.04,IGI,591316723,Click Here,1.5,8.73 x 5.82 x 4.01,None,55,68.9,17,30.7,49,40.6,CVD,Click Here,Click Here,YES
Available,RPE 15 241,60464A,,2,Emerald,F,VS1,EX,EX,EX,17000,-95.5,765,1530,POLISH,,,1.5,8.99 x 6.00 x 3.78,None,67.67,62.94,0,45.15,0,56.07,CVD,Click Here,Click Here,YES
Available,ADI19,55584A,INDIA,2,Emerald,H,SI1,,EX,EX,10700,-98.48,163.18,326.35,IGI,582361754,Click Here,1.51,8.88 x 5.88 x 3.69,None,61,62.8,12.5,32,44.5,37.8,CVD,Click Here,Click Here,YES
Available,NRF09,52857A,INDIA,1.9,Emerald,I,VS1,EX,EX,EX,7900,-98.1,150.1,285.19,NC,,,,*4.032,None,62.19,71.2,0,49.29,0,60.23,CVD,Click Here,Click Here,YES
Available,RPE 5201 174C,57530A,INDIA,1.75,Emerald,G,VS1,,EX,EX,11200,-98.26,194.88,341.04,IGI,591369400,Click Here,1.55,8.68 x 5.60 x 3.59,None,70,64.1,11,34,50,42.8,CVD,Click Here,Click Here,YES
Available,ADI16,54385A,INDIA,1.7,Emerald,D,VS2,,EX,EX,11700,-98.1,222.3,377.91,IGI,566329766,Click Here,1.39,7.83 x 5.65 x 3.82,None,63,67.6,14,34.5,48,34.9,CVD,Click Here,Click Here,YES
Available,ADI15,53604A,INDIA,1.69,Emerald,E,SI1,,EX,EX,9300,-98.29,159.5,269.55,IGI,589380565,Click Here,1.56,8.60 x 5.50 x 3.48,None,76,63.3,9.5,39.6,48.5,35.1,CVD,Click Here,Click Here,
Available,ADI15,53572A,INDIA,1.6,Emerald,E,VS2,EX,EX,EX,11100,-98.25,194.25,310.8,IGI,567369307,Click Here,1.56,8.71 x 5.59 x 3.33,None,70,59.6,10.5,35.3,46,37.8,CVD,Click Here,Click Here,YES
Available,RPE 04 126,114967A,INDIA,1.58,Emerald,E,VS1,,EX,EX,12800,-98.25,224,353.92,IGI,597356174,Click Here,1.6,8.45 x 5.28 x 3.48,None,62,65.9,15.5,36.4,47,42.3,CVD,Click Here,Click Here,YES
Available,RPE 1527A 83,57939A,,1.52,Emerald,G,VVS2,,EX,EX,11700,-98.11,221.13,336.12,IGI,594320209,Click Here,1.46,8.22 x 5.64 x 3.36,None,59,59.6,11.5,28.1,46.5,34.6,CVD,Click Here,Click Here,YES
Available,RPE 5201 174D,58104A,INDIA,1.51,Emerald,H,VS1,,EX,EX,9500,-98.21,170.05,256.78,IGI,595367395,Click Here,1.57,8.32 x 5.31 x 3.35,None,67,63.1,12,36.5,47,37.3,CVD,Click Here,Click Here,YES
Available,RPE 5201 174,57353A,INDIA,1.5,Emerald,D,VS1,,EX,EX,13600,-98.1,258.4,387.6,IGI,587328127,Click Here,1.52,8.43 x 5.53 x 3.19,None,71,57.7,9,28.6,46,36.8,CVD,Click Here,Click Here,YES
Available,RPE 5201 174F,58493A,INDIA,1.5,Emerald,E,VS2,,EX,EX,11100,-98.25,194.25,291.38,IGI,598345116,Click Here,1.58,8.32 x 5.26 x 3.61,None,69,68.6,12,33.1,53,45.6,CVD,Click Here,Click Here,YES
Available,ADI20,56392B,INDIA,1.5,Emerald,F,VS1,,EX,VG,12200,-98.25,213.5,320.25,IGI,591325129,Click Here,1.57,8.18 x 5.21 x 3.39,None,58,65.1,15.5,35.5,46,38.8,CVD,Click Here,Click Here,YES
Available,RPE 5201 174,57341A,INDIA,1.5,Emerald,G,I1,EX,EX,EX,4400,-97.73,100,150,NC,,,1.55,8.33 x 5.36 x 3.16,None,74.02,58.99,0,42.36,0,60.29,CVD,Click Here,Click Here,NO
Available,NRF09,52730,INDIA,1.5,Emerald,H,VS1,,EX,EX,9500,-98.26,165.3,247.95,IGI,564355232,Click Here,1.49,7.99 x 5.35 x 3.67,None,74,68.6,11,39.8,54,45.3,CVD,Click Here,Click Here,YES
Available,RPE-ADI-94,52606,INDIA,1.43,Emerald,E,VVS2,,EX,EX,8700,-93,609,870.87,IGI,589302773,Click Here,1.53,8.04 x 5.25 x 3.42,None,62,65.1,15,36.1,47,37.3,CVD,,,
Available,1,RP-4,INDIA,1.35,Emerald,E,VVS2,,EX,VG,8700,-97.25,239.25,322.99,IGI,591330285,Click Here,1.37,7.24 x 5.29 x 3.55,None,67,67.1,11.5,31.9,52,44.7,CVD,Click Here,Click Here,
Available,1,RP-25,INDIA,1.34,Emerald,J,VVS2,,EX,EX,4400,-93,308,412.72,IGI,591330263,Click Here,1.52,7.88 x 5.17 x 3.21,None,64,62.1,12,32.7,47.5,38.5,CVD,,,
Available,1,RP-11,INDIA,1.31,Emerald,H,VS1,,EX,EX,6000,-97.31,161.7,211.83,IGI,591330298,Click Here,1.52,7.79 x 5.11 x 3.24,None,68,63.4,12.5,35.3,47.5,40.1,CVD,Click Here,Click Here,
Available,RPE 183 121,57046B,INDIA,1.3,Emerald,F,VS1,VG,VG,VG,7500,-97.36,198,257.4,NC,,,1.54,10.48 x 6.82 x 1.90,None,70.32,27.85,0,23.73,0,0,CVD,,,YES
Available,ADI15,53571A,INDIA,1.29,Emerald,E,VS2,,EX,EX,7000,-97.35,185.54,239.35,IGI,574322289,Click Here,1.55,8.10 x 5.23 x 3.07,None,68,58.7,29.9,10.5,46,39.6,CVD,Click Here,Click Here,YES
Available,1,RP-12,INDIA,1.27,Emerald,G,VVS2,,EX,EX,7300,-97.31,196.74,249.85,IGI,591330297,Click Here,1.44,7.61 x 5.27 x 3.33,None,65,63.2,11.5,30.4,49,41.7,CVD,Click Here,Click Here,
Available,RPE 09 131,59753A,,1.26,Emerald,F,VS1,,EX,EX,7500,-97.25,206.25,259.88,IGI,598377296,Click Here,1.56,7.84 x 5.04 x 3.26,None,64,64.7,11.5,28.6,49.5,36.9,CVD,Click Here,Click Here,YES
Available,RP-KR-33,24428,INDIA,1.24,Emerald,G,VS1,,EX,EX,7000,-97.35,185.85,230.45,IGI,570362569,Click Here,1.59,7.78 x 4.90 x 3.36,None,67,68.6,11,36.5,53.5,44.2,CVD,Click Here,Click Here,
Available,RPE 1527B 83,58218A,INDIA,1.22,Emerald,E,VVS2,,EX,EX,8700,-97.43,224.03,273.31,IGI,596308513,Click Here,1.58,7.89 x 5.00 x 3.02,None,59,60.4,12.5,29.3,44,38.6,CVD,Click Here,Click Here,YES
Available,RPE 5201 174E,58288A,INDIA,1.2,Emerald,E,VS1,,EX,EX,8000,-97.62,190.5,228.6,IGI,598314451,Click Here,1.49,7.39 x 4.95 x 3.22,None,64,65.1,13,33.8,46.5,37.6,CVD,Click Here,Click Here,YES
Available,RPE 5201 174F,58660A,INDIA,1.2,Emerald,E,VS2,,EX,EX,7000,-97,210,252,IGI,597370948,Click Here,1.54,7.55 x 4.90 x 3.17,None,65,64.7,13,28.4,47,38.7,CVD,Click Here,Click Here,YES
Available,RPE-MRE,MRE-1001,INDIA,1.19,Emerald,I,SI1,,,,4000,-96.95,122,145.18,NC,,,1.45,6.96 x 4.81 x 3.35,,71.07,69.67,12.32,44.55,53.53,63.12,,Click Here,Click Here,YES
Available,RPE 1527A 83,57888A,INDIA,1.18,Emerald,E,VVS2,,EX,EX,8700,-97.43,224.03,264.35,IGI,591369416,Click Here,1.54,7.69 x 4.99 x 2.96,None,67,59.3,11,31.2,44.5,38.1,CVD,Click Here,Click Here,YES
Available,RPE 5201 174D,58031A,INDIA,1.15,Emerald,E,VS1,,EX,EX,8000,-97.62,190.5,219.08,IGI,594320192,Click Here,1.47,7.33 x 4.98 x 3.19,None,57,64.1,12,23.9,48,37.6,CVD,Click Here,Click Here,YES
Available,RPE 1339 259,57742A,INDIA,1.14,Emerald,F,VS1,,EX,EX,7500,-97.44,192.38,219.31,IGI,591399548,Click Here,1.56,7.59 x 4.85 x 2.97,None,64,61.2,11,27.8,46,37.8,CVD,Click Here,Click Here,YES
Available,1,RP-16,INDIA,1.14,Emerald,H,VVS2,,EX,EX,6300,-97.44,161.12,183.68,IGI,591330293,Click Here,1.43,7.16 x 5.00 x 3.22,None,60,64.4,14,35.9,48,39.1,CVD,Click Here,Click Here,
Available,1,RP-21,INDIA,1.13,Emerald,D,VS1,,EX,EX,8500,-97.44,218.03,246.37,IGI,591330267,Click Here,1.38,6.82 x 4.93 x 3.29,None,67,66.7,12,32.8,50,39.8,CVD,Click Here,Click Here,
Available,RPE 5201 174D,57977A,INDIA,1.12,Emerald,F,VS1,,EX,EX,7500,-97.44,192.38,215.46,IGI,592343683,Click Here,1.54,7.63 x 4.94 x 2.96,None,56,59.9,13,28.3,44.5,37.8,CVD,Click Here,Click Here,YES
Available,RPE 5201 174F,58806A,INDIA,1.1,Emerald,D,VVS2,,EX,EX,9400,-97.5,235,258.5,IGI,596319358,Click Here,1.46,7.11 x 4.87 x 3.18,None,65,65.3,11.5,34.2,49,40.8,CVD,Click Here,Click Here,YES
Available,RPE 10 132,59864A,,1.1,Emerald,F,VS1,,EX,EX,7500,-97.25,206.25,226.88,IGI,598351221,Click Here,1.54,7.41 x 4.82 x 3.01,None,59,62.4,13.5,31.2,44,36.1,CVD,Click Here,Click Here,YES
Available,ADI20,56516B,INDIA,1.08,Emerald,H,VS1,EX,EX,EX,6000,-97,180,194.4,NC,,,1.5,7.34 x 4.89 x 3.03,None,65.95,62.05,0,48.67,0,56.19,CVD,Click Here,Click Here,YES
Available,RPE 5201 174D,58124A,INDIA,1.08,Emerald,J,VS1,VG,VG,VG,4200,-96.9,130.2,140.62,NC,,,1.49,9.12 x 6.11 x 2.14,None,66.61,35.12,0,25.07,0,0,CVD,,,YES
Available,ADI20,56403A,INDIA,1.07,Emerald,H,VS2,EX,EX,EX,5500,-97,165,176.55,NC,,,1.55,7.44 x 4.81 x 2.87,None,69.39,59.71,0,44.61,0,57.29,CVD,Click Here,Click Here,YES
Available,RPE 1527A 83,57922B,INDIA,1.06,Emerald,E,IF,,EX,EX,10400,-97,312,330.72,IGI,591316715,Click Here,1.58,7.60 x 4.81 x 2.90,None,59,60.3,11.5,25.5,44.5,37.2,CVD,Click Here,Click Here,YES
Available,1,RP-23,INDIA,1.06,Emerald,F,VVS2,,EX,EX,8000,-97.37,210.8,223.45,IGI,591330265,Click Here,1.5,7.12 x 4.76 x 3.02,None,70,63.4,12,33.4,48.5,41.4,CVD,Click Here,Click Here,
Available,ADI20,56400A,INDIA,1.06,Emerald,F,VS1,VG,VG,VG,7500,-97.33,200.25,212.27,NC,,,1.53,9.21 x 6.01 x 1.85,None,72.38,30.75,0,26.75,0,0,CVD,,,YES
Available,ADI20,56633B,INDIA,1.06,Emerald,G,VS2,VG,VG,VG,6400,-97,192,203.52,NC,,,1.49,9.60 x 6.43 x 1.62,None,69.64,25.18,0,24.65,0,0,CVD,,,YES
Available,RPE 1527A 83,57910A,INDIA,1.05,Emerald,F,VS1,,EX,EX,7500,-97.44,192.38,201.99,IGI,596319357,Click Here,1.36,6.57 x 4.83 x 3.20,None,65,66.3,13.5,33,48.5,40.8,CVD,Click Here,Click Here,YES
Available,ADI20,56674B,INDIA,1.05,Emerald,G,VS2,EX,EX,EX,6400,-97,192,201.6,NC,,,1.53,7.33 x 4.78 x 3.00,None,70.39,62.81,0,47.27,0,54.44,CVD,Click Here,Click Here,YES
Available,RPE 5201 174C,57604A,INDIA,1.04,Emerald,F,VS1,,EX,EX,7500,-97.44,192.38,200.07,IGI,591374154,Click Here,1.59,7.48 x 4.71 x 2.96,None,69,62.8,11.5,33.7,48.5,40.8,CVD,Click Here,Click Here,YES
Available,RPE 5201 174,57461A,INDIA,1.04,Emerald,F,VS2,,EX,EX,6700,-97.42,173.2,180.12,IGI,591325117,Click Here,1.45,6.78 x 4.68 x 3.25,None,66,69.4,15.5,38.6,51,41.1,CVD,Click Here,Click Here,YES
