status,lot_no,stone_id,location,weight,shape,color,clarity,cut,polish,symmetry,rapnet_price,system_discount,system price,system amount,lab,certificate,certi_pdf_url,ratio,measurements,fluor_int,table,depth,crown_ht,crown_angle,pavilion_dep,pavilion_an,stone_type,v360,imgurl,eye_clean
Available,RPE-MX-A-670-82,1246597,INDIA,3.08,Cushion,G,VS1,,EX,EX,22500,-99.03,219.38,675.68,IGI,553237544,Click Here,1.4,9.95 x 7.11 x 4.78,None,65,67.2,16.5,43.5,45.5,33.8,CVD,Click Here,Click Here,YES
Available,ADI20,56696A,INDIA,3.07,Cushion,F,VVS2,,EX,EX,28000,-98.65,378,1160.46,IGI,585307555,Click Here,1.23,9.60 x 7.79 x 5.19,None,64,66.6,15.5,41.6,47.5,36.7,CVD,Click Here,Click Here,YES
Available,RPE-TE-A-620-77,307031-008,INDIA,3.07,Cushion,I,VS1,,EX,EX,17000,-98.66,227.8,699.35,IGI,553237548,Click Here,1.49,10.53 x 7.07 x 4.97,None,64.5,70.3,17.5,44.2,48.5,38.1,CVD,Click Here,Click Here,YES
Available,ADI20,56372A,INDIA,3.06,Cushion,H,VVS2,,EX,EX,21500,-98.85,247.25,756.59,IGI,582394569,Click Here,1.47,10.60 x 7.21 x 4.65,None,63,64.5,16.5,41.5,42.5,34,CVD,Click Here,Click Here,YES
Available,RPE BH 119,55966A,INDIA,3.06,Cushion,H,VS1,,EX,EX,20000,-98.93,215,657.9,IGI,582351269,Click Here,1.52,10.93 x 7.19 x 4.60,None,68,64,14.5,42.5,46,33,CVD,Click Here,Click Here,YES
Available,ADI20,56589A,INDIA,3.05,Cushion,G,VS1,,EX,EX,22500,-99.02,219.71,670.12,IGI,584383735,Click Here,1.13,8.73 x 7.70 x 5.20,None,69,67.5,15,43.3,46,35.5,CVD,Click Here,Click Here,YES
Available,ADI20,56370A,INDIA,3.04,Cushion,G,VS1,,EX,EX,22500,-98.98,230.63,701.1,IGI,586345119,Click Here,1.17,8.91 x 7.63 x 5.19,None,59,68,19,43.4,44,34.2,CVD,Click Here,Click Here,YES
Available,ADI14,56163A,INDIA,3.04,Cushion,H,VVS2,,EX,EX,21500,-98.85,247.25,751.64,IGI,577364199,Click Here,1.3,9.77 x 7.51 x 4.78,None,62,63.6,15.5,39.3,43.5,31.8,CVD,Click Here,Click Here,YES
Available,ADI20,56439A,INDIA,3.02,Cushion,G,VVS2,,EX,VG,25000,-98.85,287.5,868.25,IGI,585307564,Click Here,1.04,8.55 x 8.26 x 5.17,None,59,62.6,14.5,35.4,44.5,34.7,CVD,Click Here,Click Here,YES
Available,ADI14,56208A,INDIA,3.02,Cushion,G,VS2,,EX,EX,20500,-98.98,210.13,634.58,IGI,582351273,Click Here,1.19,9.06 x 7.62 x 5.20,None,63,68.2,17,43.4,47.5,35.6,CVD,Click Here,Click Here,YES
Available,ADI20,56457A,INDIA,3.01,Cushion,H,VVS2,,EX,EX,21500,-98.85,247.25,744.22,IGI,584359842,Click Here,1.49,10.71 x 7.19 x 4.54,None,65,63.1,15,41.1,44.5,32.8,CVD,Click Here,Click Here,YES
Available,ADI14,56313A,INDIA,3.01,Cushion,H,VS1,,EX,EX,20000,-98.93,215,647.15,IGI,582351265,Click Here,1.38,9.85 x 7.13 x 4.94,None,65,69.3,15.5,42.1,48,35.5,CVD,Click Here,Click Here,YES
Available,ADI14,56075A,INDIA,3.01,Cushion,H,VS1,,EX,EX,20000,-98.93,215,647.15,IGI,575399058,Click Here,1.4,9.86 x 7.06 x 4.83,None,61,68.4,17,43.3,46,30,CVD,Click Here,Click Here,YES
Available,ADI14,56139A,INDIA,3.01,Cushion,H,VS1,,EX,EX,20000,-98.93,215,647.15,IGI,581348292,Click Here,1.34,9.73 x 7.25 x 5.16,None,61,71.2,17,40.2,49,38.5,CVD,Click Here,Click Here,YES
Available,ADI14,56086A,INDIA,3.01,Cushion,H,VS1,,EX,EX,20000,-98.93,215,647.15,IGI,577378596,Click Here,1.47,10.49 x 7.13 x 4.71,None,70,66.1,13.5,42.8,48.5,34.4,CVD,Click Here,Click Here,YES
Available,ADI12,54108A,INDIA,3.01,Cushion,I,VS1,,EX,EX,17000,-98.66,227.8,685.68,IGI,581316015,Click Here,1.42,10.24 x 7.19 x 4.58,None,66,63.7,15,41.5,45.5,32.3,CVD,Click Here,Click Here,YES
Available,ADI12,54085A,INDIA,3.01,Cushion,I,VS2,,EX,EX,15500,-98.5,232.5,699.83,IGI,581316014,Click Here,1.38,10.20 x 7.37 x 4.70,None,55,63.8,15.5,35.9,43,33.6,CVD,Click Here,Click Here,YES
Available,ADI20,56429A,INDIA,3,Cushion,E,SI1,,EX,EX,21500,-98.93,229.94,689.83,IGI,584362907,Click Here,1.03,8.23 x 7.97 x 5.11,None,68,64.1,13.5,40.8,42.5,35.3,CVD,Click Here,Click Here,YES
Available,ADI14,56243A,INDIA,3,Cushion,G,VS1,,EX,EX,22500,-99,225,675,IGI,584383730,Click Here,1.13,8.83 x 7.83 x 5.29,None,71,67.6,13.5,41.9,51,39.2,CVD,Click Here,Click Here,YES
Available,ADI20,56494A,INDIA,3,Cushion,G,VS2,,EX,EX,20500,-98.98,210.13,630.38,IGI,585307559,Click Here,1.15,8.90 x 7.71 x 5.27,None,72,68.4,12.5,41.4,51,38.7,CVD,Click Here,Click Here,YES
Available,ADI14,56273A,INDIA,3,Cushion,G,VS2,,EX,EX,20500,-98.98,210.13,630.38,IGI,584359841,Click Here,1.06,8.41 x 7.94 x 5.11,None,60,64.4,17,42,43,32.2,CVD,Click Here,Click Here,YES
Available,ADI14,56094A,INDIA,3,Cushion,H,VS2,,EX,VG,18000,-98.85,207,621,IGI,587315871,Click Here,1.29,9.73 x 7.53 x 5.12,None,66,68,12,34,52,39.6,CVD,Click Here,Click Here,YES
Available,RPE 5201 174,57365A,INDIA,2.63,Cushion,G,VVS2,,EX,EX,16500,-98.35,272.25,716.02,IGI,591369422,Click Here,1.4,9.71 x 6.94 x 4.88,None,67,70.3,12,36.2,54.5,41.5,CVD,Click Here,Click Here,YES
Available,ADI14,55993A,INDIA,2.55,Cushion,H,VS1,,EX,EX,13000,-98.53,191.75,488.96,IGI,584383693,Click Here,1.56,10.59 x 6.78 x 4.22,None,59,62.2,13,32.6,44,32.8,CVD,Click Here,Click Here,YES
Available,NRF09,52810A,INDIA,2.55,Cushion,I,VS1,EX,EX,EX,10300,-98.11,194.67,496.41,NC,,,,*4.497,None,66.03,62.11,0,37.38,0,33.42,CVD,Click Here,Click Here,YES
Available,RPE 04 126,114154A,,2.53,Cushion,G,VS2,,EX,EX,14500,-95,725,1834.25,IGI,598314417,Click Here,1.25,9.04 x 7.21 x 4.93,None,64,68.4,15.5,38.1,49,36.2,CVD,Click Here,Click Here,YES
Available,ADI14,56344A,INDIA,2.5,Cushion,H,VS1,,EX,EX,13000,-98.53,191.75,479.38,IGI,584359834,Click Here,1.09,8.14 x 7.47 x 4.65,None,70,62.2,14,43.5,42.5,34.5,CVD,Click Here,Click Here,YES
Available,ADI20,56375A,INDIA,2.21,Cushion,G,VS2,,EX,EX,14500,-98.65,195.75,432.61,IGI,582380281,Click Here,1.4,9.18 x 6.58 x 4.18,None,66,63.5,15,41.8,43.5,32.4,CVD,Click Here,Click Here,YES
Available,ADI20,56431A,INDIA,2.2,Cushion,I,VS1,,EX,EX,10300,-98.42,162.84,358.25,IGI,586376648,Click Here,1.02,7.34 x 7.22 x 4.96,None,62,68.7,17,40.5,48.5,37,CVD,Click Here,Click Here,YES
Available,RPE 5201 174,57346A,INDIA,2.12,Cushion,Fancy Deep Blue,VS2,EX,EX,EX,0,0,300,636,NC,,,1.45,5.90 x 4.07 x 2.54,None,73.72,62.3,0,39.63,0,0,CVD,Click Here,Click Here,NO
Available,ADI18,54776A,INDIA,2.09,Cushion,F,VS1,EX,EX,EX,17000,-98.09,324.7,678.62,NC,,,1,7.29 x 7.29 x 5.14,None,59,69.43,0,33.22,0,40.69,CVD,Click Here,Click Here,YES
Available,ADI18,54793A,INDIA,2.09,Cushion,G,VS1,EX,EX,EX,15500,-97.9,325.5,680.3,NC,,,,,None,54.52,69.73,0,33.52,0,40.87,CVD,Click Here,Click Here,YES
Available,ADI18,54761A,INDIA,2.07,Cushion,F,VS1,EX,EX,EX,17000,-98.09,324.7,672.13,NC,,,1,7.41 x 7.41 x 4.72,None,43.7,82.24,21.14,37.89,37.37,38.73,CVD,Click Here,Click Here,YES
Available,ADI14,56005A,INDIA,2.07,Cushion,G,VVS2,EX,EX,EX,16500,-98.03,325.05,672.85,NC,,,1,7.40 x 7.38 x 5.17,None,56.61,70.02,0,33.11,0,40.86,CVD,Click Here,Click Here,YES
Available,ADI20,56421A,INDIA,2.04,Cushion,G,VS2,,EX,EX,14500,-98.65,195.75,399.33,IGI,584383710,Click Here,1.25,8.22 x 6.59 x 4.43,None,59,67.2,18.5,42.7,45.5,33.8,CVD,Click Here,Click Here,YES
Available,ADI20,56679A,INDIA,2.04,Cushion,H,VS1,,EX,EX,13000,-98.61,181,369.24,IGI,586376651,Click Here,1.04,7.54 x 7.26 x 4.57,None,67,62.9,13.5,39.2,45,37.1,CVD,Click Here,Click Here,YES
Available,ADI20,56538A,INDIA,2.03,Cushion,G,VS2,,EX,EX,14500,-98.65,195.75,397.37,IGI,585307515,Click Here,1.11,7.84 x 7.04 x 4.58,None,56,65.1,16.5,37,44.5,35.7,CVD,Click Here,Click Here,YES
Available,ADI12,53957A,INDIA,2.01,Cushion,G,VS2,,EX,EX,14500,-98.65,195.75,393.46,IGI,586376654,Click Here,1.53,9.58 x 6.25 x 3.95,None,71,63.2,12.5,40.4,46,32.7,CVD,Click Here,Click Here,YES
Available,ADI18,54832A,INDIA,2.01,Cushion,G,VS2,EX,EX,EX,14500,-97.76,324.8,652.85,NC,,,1,7.20 x 7.20 x 4.93,None,70.65,69.2,0,42.54,0,0,CVD,Click Here,Click Here,YES
Available,ADI20,56378A,INDIA,2.01,Cushion,I,VS2,VG,VG,VG,9700,-98.17,177.51,356.8,NC,,,1.06,7.17 x 6.78 x 4.49,None,66.67,66.24,0,40.29,0,31.63,CVD,Click Here,Click Here,YES
Available,ADI20,56376A,INDIA,1.73,Cushion,E,VS2,,VG,EX,11100,-98,222,384.06,IGI,582351218,Click Here,1.19,7.85 x 6.61 x 3.99,None,60,60.4,13.5,32.8,44.5,33.2,CVD,Click Here,Click Here,YES
Available,RPE 5201 174C,57602A,INDIA,1.68,Cushion,H,VS1,VG,VG,VG,9500,-98.41,151.05,253.76,NC,,,1.04,9.24 x 8.86 x 2.07,None,76.99,23.32,0,35.88,0,12.76,CVD,,,YES
Available,RPE 5201 174,57476A,INDIA,1.55,Cushion,E,VS1,,EX,EX,12800,-98.22,227.84,353.15,IGI,591325130,Click Here,1.55,8.83 x 5.68 x 3.83,None,63,67.4,14.5,36.7,50.5,39.5,CVD,Click Here,Click Here,YES
Available,ADI19,55440A,INDIA,1.55,Cushion,F,VVS2,,EX,EX,12700,-98,254,393.7,IGI,584359828,Click Here,1.51,8.73 x 5.80 x 3.24,None,53,55.9,15.5,32.5,35.5,26.8,CVD,Click Here,Click Here,YES
Available,ADI14,56031A,INDIA,1.54,Cushion,H,VS1,,EX,EX,9500,-98.14,177.18,272.85,IGI,582351219,Click Here,1.35,7.95 x 5.90 x 4.08,None,62,69.2,12.5,33.8,52.5,39.9,CVD,Click Here,Click Here,YES
Available,RPE 5201 174C,57585A,INDIA,1.53,Cushion,F,SI1,,EX,EX,8800,-98.17,161.04,246.39,IGI,591336881,Click Here,1.52,8.84 x 5.81 x 3.48,None,67,59.9,11.5,33.3,46,34,CVD,Click Here,Click Here,YES
Available,ADI19,55645A,INDIA,1.53,Cushion,G,VVS2,,EX,VG,11700,-98,234,358.02,IGI,582380277,Click Here,1.37,8.09 x 5.92 x 4.21,None,60,71.1,14.5,36.3,53.5,39,CVD,Click Here,Click Here,YES
Available,RPE 5201 174,57358A,INDIA,1.53,Cushion,J,VS1,EX,EX,EX,6300,-97.98,127.26,194.71,NC,,,1.3,7.54 x 5.80 x 4.05,None,69.48,69.87,0,39.67,0,35.16,CVD,Click Here,Click Here,YES
Available,ADI19,55626A,INDIA,1.52,Cushion,H,VVS2,,EX,EX,9900,-98.14,184.14,279.89,IGI,578327058,Click Here,1.38,8.44 x 6.10 x 3.59,None,71,58.9,11,36.5,44.5,32.6,CVD,Click Here,Click Here,YES
Available,ADI19,55357A,INDIA,1.52,Cushion,H,VS1,,EX,EX,9500,-98.14,177.18,269.31,IGI,585307702,Click Here,1.31,7.96 x 6.06 x 3.92,None,63,64.7,14,37.5,47.5,37.6,CVD,Click Here,Click Here,YES
Available,RPE 5201 174,57333A,INDIA,1.51,Cushion,E,VVS2,,EX,EX,13600,-98.19,246,371.46,IGI,588351016,Click Here,1.48,8.70 x 5.89 x 3.48,None,69,59.1,11,35.8,44.5,32.3,CVD,Click Here,Click Here,YES
Available,ADI17,54985A,INDIA,1.51,Cushion,E,VS2,,EX,EX,11100,-98.1,210.9,318.46,IGI,582351211,Click Here,1.18,7.38 x 6.24 x 4.04,None,59,64.7,17.5,40.4,44,33.9,CVD,Click Here,Click Here,YES
Available,ADI20,56655B,INDIA,1.51,Cushion,G,SI2,VG,VG,VG,6700,-98.19,121.27,183.12,NC,,,1,9.12 x 9.10 x 1.75,None,75.31,19.19,0,34.09,0,9.32,CVD,,,YES
Available,ADI19,55417A,INDIA,1.5,Cushion,D,VS2,,EX,EX,11700,-98,234,351,IGI,585307694,Click Here,1.37,8.11 x 5.93 x 3.64,None,72,61.4,10,36.6,43.5,33.3,CVD,Click Here,Click Here,YES
Available,RPE 5201 174,57370A,INDIA,1.5,Cushion,F,VS2,,EX,EX,10600,-98.05,206.5,309.75,IGI,591349870,Click Here,1.46,8.59 x 5.88 x 3.55,None,62,60.4,14,38,42.5,29.7,CVD,Click Here,Click Here,YES
Available,ADI19,55776A,INDIA,1.5,Cushion,G,VS2,,EX,EX,9800,-98.09,187.29,280.94,IGI,574338546,Click Here,1.43,8.35 x 5.84 x 3.49,None,66,59.8,10,31.3,42.5,32,CVD,Click Here,Click Here,YES
Available,ADI20,56435A,INDIA,1.5,Cushion,H,VS1,,EX,EX,9500,-98.14,177.18,265.76,IGI,586345093,Click Here,1.36,8.20 x 6.04 x 3.56,None,62,58.9,13.5,36.7,43,32.4,CVD,Click Here,Click Here,YES
Available,ADI19,55542A,INDIA,1.49,Cushion,G,VS2,,EX,EX,6400,-97.21,178.56,266.05,IGI,582377124,Click Here,1.46,8.31 x 5.71 x 3.65,None,68,63.9,14,41.4,45.5,31.9,CVD,Click Here,Click Here,YES
Available,ADI18,54740A,INDIA,1.37,Cushion,F,VS2,,EX,EX,6700,-97,201,275.37,IGI,576344713,Click Here,1.02,6.42 x 6.28 x 4.31,None,61.5,68.6,18,43.2,46,38.1,CVD,Click Here,Click Here,YES
Available,ADI20,56633A,INDIA,1.36,Cushion,G,SI2,VG,VG,VG,4200,-96,168,228.48,NC,,,1.26,9.65 x 7.67 x 1.96,None,73.07,25.52,0,31.19,0,0,CVD,Click Here,Click Here,YES
Available,RPE 5201 174,57426A,INDIA,1.36,Cushion,H,VS1,VG,VG,VG,6000,-97,180,244.8,NC,,,1.17,10.02 x 8.60 x 1.40,None,73.08,16.32,0,30.33,0,6.26,CVD,,,YES
Available,NRF09,52882A,INDIA,1.35,Cushion,G,VS1,EX,EX,EX,7000,-98,140,189,NC,,,,*3.855,None,68.47,61.54,0,37.79,0,36.1,CVD,Click Here,Click Here,YES
Available,RPE 5201 174,57330B,INDIA,1.24,Cushion,F,VS2,VG,VG,VG,6700,-98,134,166.16,NC,,,1.02,8.54 x 8.36 x 1.78,None,70.24,21.33,0,33.77,0,12.38,CVD,Click Here,Click Here,YES
Available,RP-KR-33,24436,INDIA,1.24,Cushion,G,VS1,,EX,EX,7000,-97.21,195.3,242.17,IGI,570362565,Click Here,1.48,7.94 x 5.37 x 3.47,None,65,64.6,15,40.4,46,34.7,CVD,Click Here,Click Here,
Available,RPE 5201 174C,57564A,INDIA,1.21,Cushion,K,VS2,VG,VG,VG,3100,-94.96,156.24,189.05,NC,,,1.01,7.93 x 7.88 x 1.97,None,75.32,24.95,0,29.18,0,14.81,CVD,,,YES
Available,ADI20,56443B,INDIA,1.16,Cushion,G,VS1,VG,VG,VG,7000,-98,140,162.4,NC,,,1.15,8.89 x 7.72 x 1.79,None,71.98,23.11,0,33.07,0,0,CVD,,,YES
Available,ADI20,56639A,INDIA,1.13,Cushion,G,VS1,EX,EX,EX,7000,-98,140,158.2,NC,,,1,8.05 x 8.05 x 1.70,None,74.08,21.13,0,34.06,0,9.78,CVD,Click Here,Click Here,YES
Available,RPE 5201 174C,57534A,INDIA,1.13,Cushion,H,SI1,VG,VG,VG,4600,-96,184,207.92,NC,,,1.07,8.68 x 8.13 x 1.34,None,74.51,16.41,0,36.34,0,0,CVD,,,YES
Available,ADI20,56665A,INDIA,1.08,Cushion,G,VS1,EX,EX,EX,7000,-98,140,151.2,NC,,,1.05,6.00 x 5.70 x 3.84,None,66.78,67.37,0,41.04,0,37.66,CVD,Click Here,Click Here,YES
Available,RPE-48,51270,INDIA,1.07,Cushion,G,SI1,,VG,VG,4900,-97,147,157.29,NC,,,1.01,6.99 x 6.94 x 2.72,,77.86,39.16,7.07,32.57,27.49,28.77,,Click Here,Click Here,YES
Available,ADI20,56573B,INDIA,1.06,Cushion,H,SI1,POLKI,EX,EX,4600,-96.81,146.74,155.54,NC,,,1.05,8.83 x 8.38 x 1.07,None,99.79,12.77,0,0,0,0,CVD,,,
Available,RP-KR-16B,17904,INDIA,1.05,Cushion,H,VS1,,EX,EX,6000,-97,180,189,NC,,,1.56,8.29 x 5.31 x 3.34,,66.55,62.8,12.67,33.8,42.95,34.75,,Click Here,Click Here,YES
Available,RPE-MRE,MRE-1026,INDIA,1.03,Cushion,F,I1,,VG,VG,3100,-96.77,100,103,NC,,,1.04,5.76 x 5.52 x 3.63,,3.63,65.65,12.32,35.33,50.12,31.57,,Click Here,Click Here,
Available,RP-KR-18,19205,INDIA,1.03,Cushion,G,VS2,,EX,EX,6400,-97,192,197.76,NC,,,1,5.97 x 5.97 x 3.99,,60.45,66.9,13.43,34.46,49.23,40.64,,Click Here,Click Here,YES
Available,ADI19,55562B,INDIA,1.02,Cushion,D,SI1,EX,EX,EX,5700,-97,171,174.42,NC,,,1.34,7.17 x 5.34 x 3.58,None,64.88,67.02,0,34.12,0,38.8,CVD,Click Here,Click Here,YES
Available,ADI19,55121A,INDIA,1.02,Cushion,E,VVS2,,EX,EX,8700,-97.25,239.25,244.04,IGI,591325122,Click Here,1.36,6.75 x 4.95 x 3.74,None,60,75.6,17.5,41.5,53,39.6,CVD,Click Here,Click Here,YES
Available,ADI19B,56743A,INDIA,1.02,Cushion,E,VS2,,EX,EX,7000,-97.13,201.25,205.28,IGI,589302752,Click Here,1.44,7.41 x 5.13 x 3.56,None,64,69.4,12,33.4,55,39.1,CVD,Click Here,Click Here,YES
Available,NRF09,53216A,INDIA,1.02,Cushion,F,VS1,EX,EX,EX,7500,-98,150,153,NC,,,,*3.338,None,61.58,67.97,0,42.79,0,32.63,CVD,Click Here,Click Here,YES
Available,ADI19C,56852A,INDIA,1.01,Cushion,D,VS1,,EX,EX,8500,-97.28,231.63,233.94,IGI,589302758,Click Here,1.17,6.20 x 5.32 x 3.73,None,71,70.1,13.5,41.3,52.5,39.3,CVD,Click Here,Click Here,YES
Available,ADI19B,56735A,INDIA,1.01,Cushion,D,VS1,,EX,EX,8500,-97.28,231.63,233.94,IGI,591369426,Click Here,1,5.40 x 5.38 x 3.83,None,67,71.2,14,39.7,49,35.3,CVD,Click Here,Click Here,YES
Available,RPE 1339 259,57698A,INDIA,1.01,Cushion,D,VS1,,EX,EX,8500,-97.28,231.63,233.94,IGI,591316724,Click Here,1.52,7.59 x 4.99 x 3.01,None,70,60.3,12.5,39.9,42,30.4,CVD,Click Here,Click Here,YES
Available,ADI19,55591A,INDIA,1.01,Cushion,D,VS1,,EX,VG,8500,-97,255,257.55,IGI,591325121,Click Here,1.41,7.11 x 5.05 x 3.65,None,72,72.3,12,40,57,40.9,CVD,Click Here,Click Here,YES
Available,RPE 5201 174,57325A,INDIA,1.01,Cushion,E,VVS2,,EX,EX,8700,-97.25,239.25,241.64,IGI,588351021,Click Here,1.38,7.12 x 5.15 x 3.10,None,70,60.2,12.5,40.1,42.5,31.2,CVD,Click Here,Click Here,YES
Available,ADI19C,56834A,INDIA,1.01,Cushion,E,VS2,,EX,EX,7000,-97.13,201.25,203.26,IGI,588372203,Click Here,1.45,7.45 x 5.14 x 3.07,None,70,59.7,12.5,40,43,31.8,CVD,Click Here,Click Here,YES
Available,ADI19B,56780A,INDIA,1.01,Cushion,E,VS2,,EX,EX,7000,-97.13,201.25,203.26,IGI,588372204,Click Here,1.45,7.34 x 5.05 x 3.46,None,69,68.5,12,38.4,52,38,CVD,Click Here,Click Here,YES
Available,ADI19B,56785A,INDIA,1.01,Cushion,F,VS1,EX,EX,EX,7500,-98,150,151.5,NC,,,1.27,6.52 x 5.14 x 3.70,None,68.84,71.98,0,38.95,0,38.36,CVD,Click Here,Click Here,YES
Available,ADI20,56452A,INDIA,1.01,Cushion,G,VS2,EX,EX,EX,6400,-97,192,193.92,NC,,,1.01,5.83 x 5.76 x 3.53,None,72.26,61.19,0,42.97,0,35.63,CVD,Click Here,Click Here,YES
Available,RPE 5201 174,57488B,INDIA,1.01,Cushion,J,VS1,EX,EX,EX,4200,-96.28,156.24,157.8,NC,,,1.48,7.58 x 5.13 x 3.08,None,65.86,60.01,0,33.82,0,31.86,CVD,Click Here,Click Here,YES
Available,RPE-MRE,MRE-1013,INDIA,1.01,Cushion,J,VS2,,VG,VG,3900,-96.15,150.15,151.65,NC,,,1.04,5.60 x 5.37 x 3.51,,3.41,63.47,14.79,37.64,42.79,30.35,,Click Here,Click Here,YES
Available,ADI19,55141B,INDIA,1.01,Cushion,K,VS1,EX,EX,EX,3300,-95.27,156.09,157.65,NC,,,1.44,7.23 x 5.03 x 3.50,None,60.74,69.46,0,42.47,0,35.29,CVD,Click Here,Click Here,YES
Available,1,MRE-1029,INDIA,1.01,Cushion,K,VS2,,VG,VG,3100,-95.16,150.04,151.54,NC,,,1.05,5.82 x 5.56 x 3.61,,,,,,,,,Click Here,Click Here,
Available,ADI19,55554A,INDIA,1,Cushion,D,VS2,,EX,EX,7300,-97.21,203.67,203.67,IGI,585307689,Click Here,1.01,5.61 x 5.57 x 4.00,None,61,71.8,18.5,40.5,50,38.1,CVD,Click Here,Click Here,YES
Available,RPE 5201 174,57368A,INDIA,1,Cushion,E,VS1,,EX,EX,8000,-97.25,220,220,IGI,591336873,Click Here,1.45,7.55 x 5.22 x 3.03,None,65,58,12,33.5,42,31.3,CVD,Click Here,Click Here,YES
Available,ADI19C,56846A,INDIA,1,Cushion,E,VS1,,EX,EX,8000,-97.25,220,220,IGI,589302759,Click Here,1.47,7.22 x 4.91 x 3.57,None,59,72.7,15.5,39.1,50.5,37.4,CVD,Click Here,Click Here,YES
Available,ADI19,55705B,INDIA,1,Cushion,E,VS2,,EX,EX,7000,-97,210,210,IGI,579380580,Click Here,1.06,5.71 x 5.37 x 3.78,None,69,70.4,13.5,40,51,38.8,CVD,Click Here,Click Here,YES
Available,ADI19,55295A,INDIA,1,Cushion,F,VS1,,EX,VG,7500,-97,225,225,IGI,591336876,Click Here,1.48,7.26 x 4.92 x 3.32,None,64,67.5,15,40.3,45.5,36.7,CVD,Click Here,Click Here,YES
Available,RPE 5201 174,57335A,INDIA,1,Cushion,F,VS1,,EX,VG,7500,-97,225,225,IGI,591369423,Click Here,1.32,7.11 x 5.37 x 3.17,None,54,59,13,31.8,42,31.8,CVD,Click Here,Click Here,YES
Available,RPE 1527A 83,57948A,INDIA,1,Cushion,F,VS2,EX,EX,EX,6700,-98,134,134,NC,,,1.52,7.72 x 5.09 x 2.99,None,68.49,58.87,0,36.31,0,30.39,CVD,Click Here,Click Here,YES
Available,ADI14,56050B,INDIA,1,Cushion,F,SI1,EX,EX,EX,5100,-97,153,153,NC,,,1.47,7.30 x 4.98 x 3.15,None,66.4,63.31,0,54.81,0,30.92,CVD,Click Here,Click Here,YES
Available,RPE-MRE,MRE-1022,INDIA,1,Cushion,G,VS1,,EX,VG,7000,-97.5,175,175,NC,,,1.01,5.59 x 5.55 x 3.80,,3.08,55.25,17.56,38.17,46.23,33.56,,Click Here,Click Here,YES
Available,RPE-MRE,MRE-1023,INDIA,1,Cushion,I,SI1,,VG,VG,4000,-96.34,146.4,146.4,NC,,,1,5.48 x 5.47 x 3.84,,3.26,59.65,16.87,40,47.56,33.15,,Click Here,Click Here,YES
Available,ADI15,53592A,INDIA,0.94,Cushion,D,VS2,,EX,VG,5500,-94,330,310.2,IGI,577382971,Click Here,1.54,7.51 x 4.88 x 3.41,None,66,69.9,11.5,34.6,55,39.5,CVD,Click Here,Click Here,YES
Available,ADI18,54837B,INDIA,0.92,Cushion,F,VS1,,EX,EX,5500,-94,330,303.6,IGI,577378524,Click Here,1.12,5.80 x 5.18 x 3.69,None,69,71.2,13.5,42.8,50.5,39.3,CVD,Click Here,Click Here,YES
Available,321RPEBATA,1561,INDIA,0.91,Cushion,H,SI1,,EX,EX,3600,-90.63,337.32,306.96,IGI,440020394,Click Here,1.08,6.02 x 5.59 x 3.30,None,60.5,59,12.5,32,43.5,31.6,CVD,,,YES
Available,ADI19A,55941A,INDIA,0.9,Cushion,E,VS2,,EX,VG,5200,-95.31,243.88,219.49,IGI,593378954,Click Here,1.19,6.29 x 5.27 x 3.28,None,59,62.2,14,35.2,44,33.9,CVD,Click Here,Click Here,YES
Available,NRF09,53224A,INDIA,0.9,Cushion,F,VS1,,EX,EX,5500,-94,330,297,IGI,574322248,Click Here,1.48,7.31 x 4.94 x 3.02,None,69.5,61.1,41.2,13,43.5,33.1,CVD,Click Here,Click Here,YES
Available,ADI19,55633B,INDIA,0.84,Cushion,F,VS1,,EX,EX,4500,-93.5,292.5,245.7,IGI,582360702,Click Here,1.02,5.33 x 5.23 x 3.59,None,64,68.6,12.5,34.5,52,36.4,CVD,Click Here,Click Here,YES
Available,RPE-59,44985,INDIA,0.79,Cushion,F,VS1,,EX,VG,4500,-90,450,355.5,IGI,581329504,Click Here,1.06,5.24 x 4.95 x 3.66,None,61,73.9,15.5,37.9,54,36.5,CVD,Click Here,Click Here,
Available,RPE 5201 174,57470B,,0.78,Cushion,E,VS1,,EX,VG,4700,-94,282,219.96,IGI,593378953,Click Here,1.49,6.81 x 4.56 x 3.24,None,62,71.1,16,41.5,51.5,40.5,CVD,Click Here,Click Here,YES
Available,ADI16,54621A,INDIA,0.73,Cushion,D,VS2,,EX,EX,4400,-93.3,294.8,215.2,IGI,581328116,Click Here,1.52,6.61 x 4.36 x 3.11,None,61,71.3,18,43.1,48.5,40.4,CVD,Click Here,Click Here,YES
Available,RPE-25,1056,INDIA,0.73,Cushion,E,VS2,,VG,VG,4200,-93,294,214.62,IGI,581329502,Click Here,1.05,5.24 x 4.98 x 3.45,None,59,69.3,14.5,35.2,51,38,CVD,Click Here,Click Here,
Available,ADI12,53969A,INDIA,0.72,Cushion,F,VS1,,EX,EX,4500,-92.5,337.5,243,IGI,582362738,Click Here,1.56,6.92 x 4.45 x 2.71,None,63,60.9,13.5,40.5,43,31,CVD,Click Here,Click Here,YES
Available,ADI19,55384A,INDIA,0.7,Cushion,D,VS1,,EX,EX,4900,-94.03,292.53,204.77,IGI,582360699,Click Here,1.48,6.49 x 4.38 x 2.96,None,60,67.6,15,37,46.5,34.8,CVD,Click Here,Click Here,YES
